id,tajik,farsi
551,"Бо кушта шудани ин чаҳор омрикоӣ, шумори талафоти низомиёни омрикоӣ дар Афғонистон аз оғози соли 2010 то кунун ба чаҳордаҳ тан расид", این آمار نشان‌دهنده این است که حجم صادرات چین در 11 ماه اول سال گدشته میلادی بیش از هر کشور دیگری بوده است  .
552,Ба гуфтаи сухангӯйи нерӯҳои НОТУ як сарбози омрикоӣ дар ҷараёни даргирӣ дар шарқи Афғонистон кушта шуд ва як низомии дигар низ дар асари ҷароҳоти ношӣ аз инфиҷори як бумб дар ҷануби Афғонистон ҷони худро аз даст дод, خبرگزاری چین می‌گوید ارزش صادرات این کشور در سال 2009 معادل هفت و نیم تریلیون پوند بوده ولی کل معاملات خارجی چین در سال گذشته حدود 14 درصد کاهش داشته است  .
553,"Дар мавриди ин инфиҷор, ки ба кушта шудани ду низомии дигари омрикоӣ ҳам мунҷар шуд, ҷузъиёти бештаре интишор наёфтааст", کل مازاد طراز بازرگانی این کشور نیز که از نظر سیاسی مسئله حساسی است در سال گذشته حدود یک سوم کاهش یافت  .
554,"Дар ҳамин ҳол, инфиҷори як бумби канориҷодаии дигар дар шимол-шарқи Кобул, пойтахти Афғонистон, мунҷар ба марги як сарбози фаронсавӣ шуд", به دلیل بحران جهانی اقتصادی ، سال گذشته از میزان تقاضا برای کالاهای چینی کاسته شد ولی در هفته‌های اخیر میزان افزایش تقاضا از آنچه قبلا تصور می‌شد به مراتب بیشتر‌بود  .
555,"Ин ҳамалот дар ҳоле сурат мегирад, ки рӯзи душанбеи ин ҳафта, дар яке аз хунинтарин рӯзҳо барои нерӯҳои байналмилалӣ дар Афғонистон, шаш сарбози хориҷӣ кушта шуданд", مقامات چینی می‌گویند این افزایش تقاضا نقطه عطف بسیار مهمی برای چین محسوب می‌شود و به‌طور قطع می‌توان گفت که صادرکنندگان این کشور یک دوره رکود را پشت سر گذاشته‌اند  .
556,"Кушташудагон аз се омрикоӣ, як бритониёӣ ва ду фаронсавӣ иборат буданд, ки яке аз онон башиддат захмӣ шуда буд, рӯзи сешанбе дар бемористон даргузашт", این آمار همچنین نشان می‌دهد که برنامه مشوق‌های اقتصادی چین موفقت‌آمیز بوده است  .
557,"Ҳадди ақал сад ҳазор сарбози хориҷӣ таҳти раҳбарии НОТУ ва Омрико дар Афғонистон мустақар ҳастанд, ки аз ин ҷумла, ҳадди ақал ҳафтоду чаҳор ҳазори он омрикоӣ ва се ҳазору се сад тани дигар фаронсавӣ ҳастанд", کریس هاگ ، خبرنگار بی‌بی سی در شانگهای می‌گوید بسیاری از تولیدکنندگان چینی کارخانه دارانی هستند که با استفاده از قطعات خارجی ، با هزینه بسیار کم دستگاه‌هایی مانند آی پاد ، تولید و صادر می‌کنند و انتشار آمار جدید مبین این است که متقاضیان دو باره برای تکمیل موجودی انبارهای خود ، به خرید این‌گونه کالاها از چین رو آورده‌اند  .
558,"Мақомоти фаронсавӣ дар мавриди воқеъаи кушта шудани як низомии ин кишвар дар Афғонистон, ки рӯзи гузашта рӯй дод, гуфтанд, ки лейтенанти худравҳои ҳомили як воҳиди фаронсавӣ дар минтақаи Муҳаммад Роғӣ, дар фосилаи миёни вулусволии Тагоб ва пойгоҳи низомии Багром мавриди ҳамла қарор гирифт", خبرنگار بی‌بی سی می‌افزاید انتشار این آمار سبب خواهد شد که یک بار دیگر رقبای بازرگانی چین این کشور را برای افزایش ارزش برابری یوآن ، واحد پول چین ، تحت فشار قرار دهند  .
559,"Дар ин ҳамла ду сарбози дигари фаронсафӣ низ захмӣ шудандБар асоси оморе, ки хабаргузории Фаронса мунташир карда, омори сарбозони фаронсавӣ, ки аз соли 2001 то кунун дар Афғонистон кушта шудаанд, ба 39 нафар мерасад", این کشورها که در راس آن‌ها آمریکا قرار دارد ، می‌گویند چین با پائین نگاه داشتن ارزش یوآن توانسته کالاهای خود را ارزان تر تمام کند ولی نخست‌وزیر چین گفته است که تسلیم فشارهای خارجی برای افزایش ارزش برابری یوآن نخواهد شد  .
560,"Гӯшвораи алмоси Диего Марадона, ситораи футболи Оржентин (Аргентина), дар як ҳарроҷӣ (ауктсион) дар Итолиё чаҳор баробари қимати воқеъӣ ба фурӯш расидааст",هیلاری کلینتون ، وزیر امورخارجه ایالات متحده از فلسطینی‌ها و اسرائیلی‌ها خواسته است گفتگوهای صلح را هر چه زودتر و بدون پیش شرط از سر بگیرند  .
561,"Ин гӯшвора, ки ба василаи пулиси Итолиё забт шуда буд, ба қимати 25 ҳазор евро ба фурӯш расид", خانم کلینتون گفت حل مشکل تعیین مرزهای کشور مستقل فلسطینی می‌تواند اختلاف‌ها بر سر شهرک‌های یهودی نشین را نیز برطرف کند  .
562,"Харидори гӯшвора мегӯяд аз қиммате ки барои харидории ин гӯшвора пардохтааст, розӣ аст", خانم کلینتون این سخنان را پس از دیدارهای جداگانه با همتای اردنی و مصری خود بیان کرد  .
563,Пули бадастомада аз ин ҳарроҷ қарор аст барои пардохти бахше аз бидеҳии молиётии 37 милюневроии Марадона ҳазина шавад, همزمان نخست‌وزیر اسرائیل برای گفتگو با سران مصر به این کشور سفر کرده‌بود و وزیر خارجه سوریه در عربستان سعودی به سر می‌برد  .
564,"Бидеҳии молиётии Марадона ба давлати Итолиё ба даврони ҳузури ӯ дар тики ""Нопол"" дар фосилаи солҳои 1984ғ1991 марбут аст", خانم کلینتون سعی کرد در سخنان خود نظر هر دو طرف اختلاف را جلب کند  .
565,"Соли гузашта, ки Марадона барои коҳиши вазн ба дармонгоҳе дар Итолиё муроҷеъа карда буд, гӯшвораи ӯ ба василаи гирифта шуд", او گفت فلسطینی‌ها باید بتوانند بر اساس مرزهای سال 1967 اعلام استقلال کنند  .
566,"Пештар ду соъати ""Ролекс""-и мусодира шуда буд", این سالی است که اسرائیل بیت المقدس شرقی و نوار غزه را اشغال کرد و خواسته فلسطینی‌ها تشکیل کشور مستقل بر اساس مرزهای این سال است  .
567,"

Аз он ҷое, ки ҳукми таъқиби Марадона машмули мурури замон шуда, пулиси Итолиё метавонад ӯро боздошт кунад", در این حال خانم کلینتون گفت اسرائیل باید از کشورهای امن که بیانگر تحولات منطقه است ، برخوردار باشد  .
568,"
Авҷи дурахшиши Марадона дар ҷаҳони футбол ба ҳузури ӯ дар тими миллии Оржентин дар Ҷоми ҷаҳонии соли 1986 марбут аст", اشاره خانم کلینتون به خواسته اسرائیل مبنی بر باقی ماندن بعضی از شهرک‌های یهودی نشین در سرزمین‌های اشغالی در اختیار این کشور‌بود  .
569,  Оржентин дар он сол дар радаи дувуми футболи ҷаҳон истод, فلسطینی‌ها و اسرائیل خواستار دریافت تضمین از آمریکایی‌ها درباره خواسته‌های خود هستند  .
570,"Ӯ дар моҳи октябри соли 2008 ба унвони сармураббии тими миллии Оржентин интихоб шуд ва пас аз ду шикаст дар баробари Буливи ва Брозил, тавонист тими кишварашро бо ду пирӯзӣ равонаи ҷоми ҷаҳонӣ дар Офриқои Ҷанубӣ кунад", هنوز آمریکا درباره دادن چنین تضمین‌هایی صحبت نکرده ولی به گفته کیم غطاس ، خبرنگار بی‌بی سی در وزارت خارجه ایالات متحده سخنان خانم کلینتون بیانگر شروع مرحله دوم سیاست خارجی باراک اوباما در رابطه با روند صلح خاور میانه است  .
571,марадона ҳамчунин ба иллати бадахлоқӣ бо рӯзноманигорон ба муддати ду моҳ аз ширкат дар мусобиқот маҳрум шудааст, خانم غطاس می‌گوید مرحله اول این روند موفقیت‌آمیز نبود  .
572,Ин маҳрумият ин ҳафта поён меёбад, تلاش‌های پیشین دولت باراک اوباما بر سر پافشاری اسرائیلی‌ها برای عدم توقف شهرک‌سازی دچار مشکل‌شده‌است  .
573,"Оржентин ки дар гурӯҳи ""Б""-и Ҷоми ҷаҳонии футбол қарор дорад, дар баробари тимҳои Юнон, Ниҷерия ва Куреи Ҷанубӣ бозӣ хоҳад кард",پاپ بندیکت شانزدهم از ایتالیایی‌ها خواسته به مهاجران احترام بگذارند و می‌گوید مهاجران نیز از حقوقی برخوردارند و خداوند آنان را یکسان با دیگران دوست دارد  .
574,Филми синамоии “Аватар” рекорди фурӯши филми “Титаник”-ро шикаст ва ба унвони пурфурӯштарин филми таърихи синемо сабт шуд, پاپ گفت ممکن است این مهاجران - که عمدتا آفریقایی‌های فقیر هستند - از نظر فرهنگ و سنن با ایتالیایی‌ها فرق داشته باشند ولی آن‌ها نیز بشر هستند و باید محترم شمرده شوند  .
575,Филми “Аватар” бо фурӯши беш аз як милёрду 843 милюн дулор аз филми “Титаник” пешӣ гирифт, سخنان پاپ پس از درگیری‌های خشونت‌آمیز بین کارگران کشاورز آفریقایی و ساکنان محلی در لوزارنو واقع در کالابریا در جنوب ایتالیا‌بود  .
576, Ҳар ду филмро Ҷеймз Комерун коргардонӣ кардааст, در این درگیری‌ها حدود 70 نفر مجروح شدند  .
577,"Ҷеймз Комерун барои фароҳам шудани имконоти фаннии филми “Аватар” даҳ сол мунтазир монд, аммо саранҷом филме арза кард, ки мавқеъияте хиракунанда ба ҳамроҳ овард", درگیری‌ها در پی تیراندازی به دو آفریقایی با تفنگ بادی شروع شد  .
578,   Бавижа ду омили муваффақияти “Аватар”-ро тазмин кард: яке боло рафтани қимати билети синамо дар Омрико ва дигар қимати изофӣ барои айнакҳои себуъдӣ, روز گذشته ماموران ایتالیایی حدود 300 مهاجر آفریقایی را از لوزارنو ، بیرون راندند  .
579,"Филмҳои пурфурӯши таърихи синамоДар ёздаҳ соли гузашта “Титаник” (маҳсули 1997) пурфурӯштарин филми синамо буд, бо беш аз як милёрду 800 милюн дулор", دیوید ویلی ، خبرنگار بی‌بی سی در رم می‌گوید مهاجران در شرایط شاقی زندگی می‌کنند و در بازار کاری که توسط مافیای محلی کنترل می‌شود ، دستمزد کمی دریافت می‌کنند  .
580,"Дар мақоми баъдӣ севумин қисмати филми “Арбоби ҳалқаҳо” ба номи “Бозгашти шоҳ” қарор дорад, бо ҳудуди як милёрду 120 милюн дулор", این مهاجران به کارهایی که ایتالیایی‌ها حاضر به انجام آن نیستند اشتغال دارند و مقررات و شرایط ایمنی و بهداشت محل کار در مورد آنان رعایت نمی‌شود و ناچارند بخشی از دستمزد خود را که نقد دریافت می‌کنند در اختیار مافیای محلی قرار دهند  .
581,Мақоми чаҳорумин ба дувумин версия аз филми “Дуздони дарёии Короиб” таъаллуқ дорад бо бозии Ҷонӣ Деп, خبرنگار بی‌بی سی می‌افزاید مافیای کالابریا در سال‌های اخیر به صورت یکی از سازمان‌های جنایتکار قدرتمند ایتالیا در آمده است و بخش اعظم تجارت مواد مخدر اروپا را کنترل می‌کند و اکنون فعالیت‌های خود را متوجه مهاجران خارجی در ایتالیا کرده است که فعالیت پر سودی تلقی می‌شود  .
582, Ин филм беш аз як милёрд дулор дар саросари ҷаҳон фурӯш дошт, دولت ایتالیا می‌گوید در نظر دارد صدها مهاجر غیرقانونی خارجی از شمال و غرب آفریقا را از کشور اخراج کند  .
583,"Дар ҷойгоҳи панҷум филми “Шаволияи торикӣ” қарор дорад, бо бозии буҳтангези Ҳейс Лаҷер дар нақши Ҷукер", پیشتر ، پاپ در در پیام سنتی خود در روز کریسمس نیز از مردم خواسته‌بود حضور مهاجران را تحمل کنند  .
584, Ин версияи тозаи Бетман ба коргардонии Кристофер Нулон дар соли 2008 ҳудуди як милёрд дулор фурӯш дошт,هیلاری کلینتون ، وزیر امور خارجه آمریکا ، هشدار داده است که تحریم‌های آتی علیه ایران ، گروه کوچکی از مقام‌های ارشد جمهوری اسلامی را هدف قرار خواهد داد  .
585,Мақоми шашум аз он аввалин китоб аз маҷмуъаи Ҳари Потер ба номи “Санги ҷоду”, هیلاری کلینتون همچنین گفت که نمایندگان کشورهای عضو گروه 1 + 5 به احتمال زیاد در پایان این هفته در نیویورک برای مذاکره درباره مناقشه اتمی ایران و بررسی تحریم‌های احتمالی دیدار خواهند کرد  .
586, Ин филм бо бозии Дониел Родклиф ҳудуди 975 милюн дулор фурӯш кард," او دوشنبه ( 11 ژانویه ) در حالی که برای دیدار با همتای ژاپنی خود به ایالت هاوایی آمریکا سفر می‌کرد به خبرنگاران گفت : "" روشن است که گروه نسبتا کوچکی در ایران تصمیم گیرنده هستند  ."
587,"Дар ҷойгоҳи баъдӣ севумин қисмат аз сегонаи “Дуздони дарёии Короиб” қарор дорад, ба номи “Охири ҷаҳон”", آن‌ها روابط سیاسی و تجاری با هم دارند و اگر ما بتوانیم مسیر تحریمی‌هایی بوجود آوریم که افرادی که در واقع تصمیم گیرنده هستند را هدف قرار دهد ، این راه هوشمندتری برای تحریم‌ها خواهد‌بود  .
588,"Дар мақоми ҳаштумӣ филми синамоии “Ҳари Потер ва маҳфили қуқнус” қарор дорад, аз филмҳои серии Ҳари Потер",""" وزیر امور خارجه آمریکا هفته گذشته نیز گفته‌بود که آمریکا قصد دارد در صورت بی‌نتیجه بودن مذاکرات ، بر تشدید تحریم‌ها علیه دولت و سپاه پاسداران تمرکز کند  ."
589, Ин филм беш аз 938 милюн дулор фурӯш дошт," او روز دوشنبه ( 4 ژانویه ) در واشنگتن پایتخت آمریکا به خبرنگاران گفت : "" هدف ما تحت فشار قرار دادن دولت ایران به ویژه عوامل سپاه پاسداران است ، بدون آنکه به رنج مردم عادی بیافزائیم  ."
590,"Нуҳумин филми пурфурӯши таърихи синамо филми “Ҳари Потер ва шоҳзодаи дурага” аст, шашумин бахш аз достонҳои Ҳари Потер, бо беш аз 934 милюн дулор фурӯш",""" ایران تحریم‌های بین‌المللی و نیز تحریم‌های یک جانبه آمریکا را غیرقانونی می‌داند و می‌گوید که این مجازات‌ها تاثیری بر خط مشی سیاسی یا اتمی این کشور ندارد  ."
591, Филмҳои Ҳари Потер рӯйи ҳам беш аз панҷ милюн дулор фурӯш кардаанд, وزیر امور خارجه آمریکا تاکید دارد که راه مذاکره هنوز به روی ایران باز است  .
592,"Дар ҳамин рутба дувумин қисмат аз филми синамоии “Арбоби ҳалқаҳо” қарор дорад, ба номи “Ду бурҷ”", هیلاری کلینتون همچنین گفت که هنوز تصمیم نهایی درباره تشدید تحریم‌ها علیه ایران گرفته‌نشده‌است  .
593," Ин филмро мунтақидони синамоӣ асаре каммоя донистанд, аммо дар гиша муваффақ шуд беш аз 925 милюн дулор фурӯш кунад", در همین رابطه پی جی کراولی ، سخنگوی وزارت امور خارجه آمریکا ، روز دوشنبه گفت که جزئیات نشست آتی 1 + 5 توسط اتحادیه اروپا اعلام خواهد شد  .
594,"То пеш аз ""Аватар"" филми синамоии “Таҳдиди шабаҳ” аввалин эпизод аз серии филмҳои “Ҷанги ситорагон” дар  мақоми даҳум қарор дошт, аммо бо пирӯзии беназири ""Аватор"" филми Ҷурҷ Лукос ба мақоми ёздаҳум суқут кард", سخنگوی وزارت امور خارجه آمریکا همین طور گفت که بیل برنز ، معاون امور سیاسی وزارت امور خارجه ایالات متحده چهارشنبه و پنج شنبه این هفته در مسکو خواهد‌بود تا با مقام‌های روس درباره چندین موضوع از جمله برنامه اتمی ایران گفتگو کند  .
595,"Роберт Гейтс, вазири дифоъи Омрико гуфтааст, ки ҷомеъаи ҷаҳонӣ ҳеҷ чорае надорад ҷуз ин ки таҳримҳои тозае алайҳи Эрон дар робита ба барномаи атумии ин кишвар эъмол кунад", بیل برنز پیشتر سفیر آمریکا در روسیه‌بود  .
596,Оқои Гейтс ин суханонро пас аз гуфтугӯ бо ҳамтои фаронсавии худ дар Порис изҳор кард, وزارت امور خارجه آمریکا همین طور گفت که آقای برنز روز جمعه ( 15 ژانویه ) با همتایان اروپایی خود در مادرید اسپانیا دیدار می‌کند و مناقشه اتمی ایران یکی از موضوع‌های مورد بحث طرفین خواهد‌بود  .
597,"Вазири дифоъи Омрико пеш аз ин низ бар афзоиши таҳримҳо таъкид карда аммо гуфта буд, ки ин таҳримҳо бояд бар режими Эрон мутамаркиз бошад на мардуми ин кишвар", او تاکید کرد که نشست مادرید فقط درباره ایران برگزار نمی‌شود  .
598,"Вазири дифоъи Омрико дар Порис гуфт, ки Эрон пешниҳодоти Ғарбро рад кардааст ва дар ин чорчӯб азми ҷамъии ҷомеъаи ҷаҳонӣ барои пайдо кардани роҳи ҳалле сулҳомез дар сари барномаи атумии Эрон ниёз аст", سخنگوی وزارت امور خارجه آمریکا گفت هنوز تحول تازه‌ای در مذاکرات اتمی گروه 1 + 5 با ایران رخ نداده است  .
599,"Оқои Гейтс ҷомеъаи байналмиллалиро тарғиб кардааст, ки барои маҳдуд кардани баландпарвозиҳои ҳастаии Эрон муттаҳид шаванд", باراک اوباما ، رئیس جمهوری آمریکا هشدار داده است که در صورت بی‌نتیجه بودن مذاکرات اتمی برای تشدید تحریم‌های بین‌المللی علیه ایران اقدام خواهد کرد  .
600,"Ӯ пештар гуфта буд, ки ҳеҷ кас ба андозаи Борок Убомо, раиси ҷумҳури Омрико самимона барои иртибот бо давлати Эрон талош накардааст ва ҷомеъаи байналмиллалӣ фурсатҳои мутаъаддиде ба Эрон додааст, ки ба Ғарб тазмин диҳад, ки мақосидаш сулҳомез аст", چین که یکی از کشورهای گروه 1 + 5 است ، این ماه ریاست دوره‌ای شورای امنیت را برعهده دارد  .
601,"Изҳороти оқои Гейтс дар дидор бо ҳамтои фаронсавии худ соъате пас аз он унвон шуд, ки Эрон эълом кард номае ба Ожонси Байналмиллалии Энержии Атумӣ навишта ва дар он оғози ғанисозии урониюм ба ғилзати бист дарсадро ба иттилоъи ин ожонс расондааст", نماینده چین در سازمان ملل متحد سه شنبه ( 5 ژانویه ) گفت که شورای امنیت در ماه ژانویه موضوع گسترش تحریم‌ها علیه ایران را مورد بحث و بررسی قرار نخواهد داد  .
602,"Алиасғари Султония, намояндаи доими Эрон дар Ожонси Байналмиллалии Энержии Атумӣ ба хабаргузориҳои дохилии Эрон гуфтааст, ки дар як номаи расмӣ тасмими Ҷумҳурии Исломӣ барои оғози фаъолияти ғанисозӣ ба ғилзати 20 дарсад ба манзури таъмини сӯхти реактори Теҳрон ба ожонс эълом шудааст","برای پخش این فایل ، نرم‌افزار "" جاوا اسکریپت "" باید فعال شود و تازه ترین نسخه "" فلش "" نیز نصب‌شده‌باشد "
603,"Ба гуфтаи оқои Султония ҳадаф аз ирсоли ин нома ин аст, ки Эрон мехоҳад тамоми фаъолиятҳои худро таҳти назорати ожонс анҷом диҳад ва дар ин нома аз бозрасони ожонс даъват шудааст то дар маҳалл (ғанисозӣ) ҳузур пайдо кунанд","تازه ترین نسخه "" فلش "" اینجا قابل دریافت است "
604,Ин нома дар пайи тасмими Эрон барои оғози ғанисозии урони,"پخش با "" ریل پلیر "" یا "" ویندوز میدیا پلیر "" "
605,"юм дар ҳадди 20 дарсад ба ожонс фиристода шудааст, ки Маҳмуди Аҳмадинажод, раиси ҷумҳури Эрон рӯзи якшанбеи 7 феврал дар намоишгоҳе дар Теҳрон онро эълом кард ва ба Алиакбари Солеҳӣ, раиси созмони атумии Эрон дастур дод то ғанисозии урониюм бо ғилзати 20 дарсадиро шуруъ кунад", یک استاد دانشگاه در تهران در اثر انفجار بمب کشته‌شده‌که در مورد گرایش‌های سیاسی و حوزه تخصص او گزارش‌های مختلفی منتشر‌شده‌است  .
606,"Раиси ҷумҳурии Эрон гуфт, ки бар асоси муқаррароти Ожонси Байналмиллалии Энержии Атумӣ Эрон маҷоз аст урониюм бо ғилзати 20 дарсадро барои сӯхти реактори Теҳрон тавлид кунад"," گزارش‌های خبری از ایران حاکی است که "" مسعود علی محمدی "" صبح روز سه شنبه 22 دی ( 12 ژانویه ) در مقابل خانه اش در قیطریه تهران به هنگام سوار شدن به اتوموبیلش در اثر انفجار بمب کشته شد  ."
607,"Алиакбари Солеҳӣ, раиси созмони энержии атумии Эрон низ гуфта, ки кишвараш аз рӯзи сешанбеи 9 феврал раванди ғанисозии урониюм то сатҳи 20 дарсадро дар таъсисоти атумии Натанз оғоз хоҳад кард", بشنوید 
608,"Мизони ғилзати урониюме, ки Эрон то ба ҳол ғанӣ карда севуним дарсад буда, аммо акнун тасмим гирифта барои таъмини сӯхти реактори таҳқиқотии Теҳрон урониюми бо ғилзати 20 дарсад тавлид кунад",گزارش فرداد فرحزاد در باره کشته شدن مسعود علی محمدی ، استاد فیزیک دانشگاه تهران 
609,"Мушкили Эрон албатта баъд аз тавлиди урониюм бо ғилзати бист дарсад ин аст, ки имкони тавлиди милаҳои сӯхти мавриди ниёз дар реактори таҳқиқотии Теҳронро надорад",در این گزارش‌ها آمده است که این بمب در یک موتورسیکلت پارک‌شده‌جاسازی‌شده‌بوده است  .
610,"Ожонси Байналмиллалии Энержии Атумӣ чанд моҳ пеш ба Эрон пешниҳод карда буд, ки беш аз 80 дарсади захираи урониюми ғанишудаи худро ба хориҷ аз ин кишвар мунтақил ва ба ҷои он милаҳои сӯхти қобили истифода дар реактори таҳқиқотии Теҳрон ба ин кишвар дода шавад"," خبرگزاری‌های حامی دولت ایران و واحد مرکزی خبر ( متعلق به سازمان صدا و سیما ) آقای علی محمدی را "" دانشمند فیزیک هسته‌ای "" و "" استاد متعهد و انقلابی "" معرفی کرده و قتل او را نتیجه "" اقدام تروریستی عناصر ضد انقلاب و استکبار "" دانسته‌اند  ."
611,Омрико ва муттаҳидони урупоиаш дар мавриди ҳадафҳои барномаи ҳастаии Эрон тардид доранд ва аз эҳтимоли талоши ин кишвар барои сохти бумби атумӣ нигаронанд," این در حالی است که امضای او در پای نامه حمایت گروهی از استادان دانشگاه از نامزدی میرحسین موسوی دیده می‌شود و برخی دانشجویان او در وبلاگ‌ها و شبکه‌های اجتماعی نوشته‌اند که او سرسختانه از جنبش اعتراضی ایران موسوم به "" جنبش سبز "" حمایت می‌کرد  ."
612,"Хуруҷи бахши аъзами захираи урониюми ғанишуда аз Эрон метавонад ин нигарониҳоро дастикам то муддате коҳиш диҳад, аммо Эрон то кунун ҳозир нашудааст, ки пешниҳодоти ожонсро бипазирад", در مورد گرایش سیاسی مسعود علی محمدی نظرات متفاوتی ابراز‌شده‌است 
613,,"بر اساس اطلاعات ثبت‌شده‌در وبسایت دانشکده فیزیک دانشگاه تهران ، رشته تخصصی آقای علی محمدی "" فیزیک ذرات بنیادین "" بوده است و سخنگوی سازمان انرژی اتمی ایران هم رابطه استخدامی او با این سازمان را "" قویا "" تکذیب کرده است  ."
614,," سخنگوی وزارت امور خارجه ایران ساعتی پس از کشته شدن آقای علی محمدی اعلام کرد که "" علائمی "" از دخالت اسرائیل ، آمریکا و "" عوامل داخلی "" آن در این حادثه دیده می‌شود  ."
615,," اما یک سخنگوی وزارت امور خارجه آمریکا در واکنش به این اظهارات ، گفت که این ادعا "" نامربوط "" است و آن را رد کرد  ."
616,, واحد مرکزی خبر زمان انفجار صبح سه شنبه را حدود ساعت 8 بامداد گزارش کرده و افزوده است که در این حادثه ، یک موتور سیکلت که بمب در آن جاسازی شده‌بود منفجر شد و به چند دستگاه خودرو آسیب شدید رسید و شیشه‌های ساختمان‌ها تا شعاع صد متری محل انفجار شکست  .
617,," ساعاتی بعد ، روابط عمومی دانشگاه تهران با صدور بیانیه‌ای ، "" شهادت مظلومانه "" مسعود علی محمدی ، عضو هیات علمی این دانشگاه را تسلیت گفت و قتل او را به "" دشمنان اسلام و انقلاب "" نسبت داد  ."
618,," خبرگزاری دولتی ایران - ایرنا - هم در نخستین گزارش در این مورد ، از انفجار بمب "" در محدوده شمال تهران در قیطریه "" خبر داد و به نقل از یک منبع آگاه در نیروی انتظامی گفت که هنوز از تعداد کشته شدگان این انفجار اطلاعات کافی در دست نیست و اطلاعات کامل بعدا انتشار خواهد یافت  ."
619,, انفجار بمب در قیطریه خساراتی را هم برجای گذاشته است 
620,,"ساعاتی بعد ، این خبرگزاری "" شهادت استاد فیزیک دانشگاه تهران در یک اقدام تروریستی "" را گزارش کرد و نوشت که بمب کنترل از راه دور در موتور سیکلت مجاور خودرو مسعود علی محمدی جاسازی شده‌بود  ."
621,," در عین حال ، ایرنا نوشت که هیچ فرد و گروهی هنوز مسئولیت "" این عملیات تروریستی "" را برعهده نگرفته و مظنونی در این زمینه بازداشت‌نشده‌است  ."
622,, از سوی دیگر ، خبرگزاری دانشجویان ایران - ایسنا - به نقل از مصاحبه‌ای اختصاصی با عباس جعفری دولت آبادی ، دادستان تهران ، گفته است که صبح سه شنبه ، یک استاد دانشگاه به نام مسعود علی محمدی هنگامی که قصد سوار شدن به خودرو خود را داشته با انفجار موتور مجاور خودرو کشته‌شده‌است  .
623,, دادستان تهران ضمن اعلام انتقال جسد آقای علی محمدی به پزشکی قانونی ، از بازدید بازپرس از محل حادثه و آغاز تحقیقات به منظور دستگیری عامل این انفجار و علت و انگیزه آن در دادسرای جنایی خبر داده است  .
624,, برخی نهادهای دولتی و منابع خبری جمهوری اسلامی بر ' تعهد '، ' انقلابی بودن ' و ' ولایی بودن ' مسعود علی محمدی تاکید نهاده‌اند ، اما در عین حال امضای او در میان دانشگاهیان حامی نامزدی میرحسین موسوی هم دیده می‌شود 
625,,خبرگزاری فارس با انتشار تصویری از آقای علی محمدی نوشته است که او دارای دکترای فیزیک با گرایش ذرات بنیادی از دانشگاه صنعتی شریف‌بود و از سال 1374 در گروه فیزیک دانشگاه تهران در مورد کوانتوم و الکترومغناطیس تحقیق می‌کرد  .
626,," این خبرگزاری آقای علی محمدی را یکی از اساتید "" ولایی "" توصیف کرده و در مورد سوابق او از تصدی ریاست دانشکده فیزیک و معاونت پژوهشی پردیس علوم دانشگاه تهران یاد کرده است و رادیو و تلویزیون دولتی ایران ، با نام بردن از وی به عنوان دانشمند هسته‌ای ، عوامل آمریکا ، اسرائیل و استکبار جهانی را به بمب‌گذاری روز سه شنبه متهم ساخته است  ."
627,, این در حالی است که نام مسعود علی محمدی در میان اسامی چهار صد و بیست تن از اساتید دانشگاه تهران و دانشگاه علوم پزشکی تهران دیده می‌شود که در آستانه انتخابات دهمین دوره ریاست جمهوری ، با صدور بیانیه‌ای از میرحسین موسوی حمایت کردند  .
628,," امضاکنندگان این بیانیه که روز 19 خردادماه در "" پایگاه اطلاع‌رسانی دانشگاهیان حامی میرحسین موسوی "" انتشار یافت ، ضمن ابراز نگرانی در مورد شرایط اقتصادی ، اجتماعی ، فرهنگی و مدیریتی کشور ، نسبت به پیروزی آقای موسوی در انتخابات ابراز امیدواری کرده‌بودند  ."
629,, خبرگزاری مهر با گزارش زخمی شدن دو نفر در این حادثه ، به نقل از رئیس پردیس علوم دانشگاه تهران گفته است که مسعود علی محمدی یکی از اساتید برجسته فیزیک و دارای تالیفات متعدد علمی‌بود اما فعالیت سیاسی نداشت  .
630,,در اثر خشونتهای تازه در افغانستان چهار سرباز آمریکایی و یک سرباز فرانسوی کشته شده‌اند  .
631,, با کشته شدن این چهار آمریکایی ، شمار تلفات نظامی آمریکایی در افغانستان از آغاز سال 2010 تا کنون به چهارده تن می‌رسد  .
632,, به گفته سخنگوی نیروهای ناتو یک سرباز آمریکایی در جریان درگیری در شرق افغانستان کشته شد و یک نظامی دیگر نیز در اثر جراحات ناشی از انفجار یک بمب در جنوب افغانستان جان خود را از دست داد  .
633,, در مورد این انفجار ، که به کشته شدن دو نظامی دیگر آمریکایی هم منجر شد ، جزئیات بیشتری انتشار نیافته است  .
634,, در همین حال ، انفجار یک بمب کنار جاده‌ای دیگر در شمال شرق کابل ، پایتخت افغانستان ، منجر به مرگ یک سرباز فرانسوی شد  .
635,, این حملات در حالی صورت می‌گیرد که روز دوشنبه این هفته ، در یکی از خونین ترین روزها برای نیروهای بین‌المللی در افغانستان ، شش سرباز خارجی کشته شدند  .
636,, کشته شدگان عبارت‌بودند از سه آمریکایی ، یک بریتانیایی و دو فرانسوی که یکی از آنان ، که به شدت زخمی شده‌بود ، روز سه شنبه در بیمارستان درگذشت  .
